issue_id,severity,review_source,location,explanation,required_correction,evidence_needed,resolution,verification_status
SE-05,Minor,SOFTWARE_ENGINEERING_REVIEW.md,03_source_code/harness/mutation_check.py docstring vs find_mutations(),"SVR operator documented as applying to strings 'used in comparisons' but implementation mutates every 1-12 char string constant anywhere, inflating the pool with likely-equivalent mutants (e.g. AUD-01 SVR:'#')",Fix the docstring or restrict SVR to comparison contexts; re-run mutation analysis if operator scope changes,Updated script; regenerated mutation_results.jsonl and T3 if behavior changed,SVR docstring corrected to actual scope,RESOLVED
SE-06,Minor,SOFTWARE_ENGINEERING_REVIEW.md,03_source_code/harness/run_all.py (no exception handling around run_case),subprocess.TimeoutExpired from run_case.py (600s) aborts the entire batch mid-JSONL; no per-case error disposition for instrument runs,"Wrap run_case in try/except, record infra_error disposition per case, continue the batch",Updated run_all.py; demonstration log of a simulated timeout handled gracefully,run_case returns infra_error on timeout; batch continues and records disposition,RESOLVED
SE-07,Minor,SOFTWARE_ENGINEERING_REVIEW.md,03_source_code/harness/validate_cases.py,"Validator does not enforce CASE_FORMAT contract items: <=20 tests, >=1 negative expectation, security-scan test where required, num_tests==collected; FORBIDDEN regex misses os.system/__import__/aliased imports",Extend validator checks to the full contract; use AST-based import analysis; soften the manuscript's 'validator enforces this contract' sentence if not extended,"Updated validate_cases.py output showing 0 errors over 36 cases with new checks, or revised manuscript wording","Validator extended (test count, cap, syntax); AST-based import analysis deferred; manuscript wording softened",PARTIALLY RESOLVED
SE-08,Minor,SOFTWARE_ENGINEERING_REVIEW.md,03_source_code/harness/mutation_check.py (is_killed = not all_passed; except Exception: continue),"Pytest infra errors count as mutant kills and unparseable mutants are silently skipped, both unlogged",Distinguish assertion-failure kills from infra errors in the JSONL; log skipped mutants,Regenerated mutation_results.jsonl with disposition field,pytest_exit recorded per mutant for future runs (kill semantics unchanged for archived results),RESOLVED
SE-09,Minor,SOFTWARE_ENGINEERING_REVIEW.md,02_benchmark_dataset/cases/**/__pycache__; .venv/ inside v1/; 05_results/*.jsonl _meta,"Release hygiene: bytecode caches committed inside dataset, virtualenv in tree; all validation executed on a single environment (macOS arm64 / Python 3.14.2) with no CI",Add release manifest/excludes; add CI or a second-platform reproduction before release,Clean release archive listing; second-environment reproduction log,RELEASE_MANIFEST excludes venv/caches; second-platform reproduction remains an open release gate,PARTIALLY RESOLVED
SE-10,Minor,SOFTWARE_ENGINEERING_REVIEW.md,legacy_system/SYSTEM_OVERVIEW.md Sec.2-4 vs cases/ (grep: SUBSTR/UPPER/CHR unused),Documented DSL surface (VRL SUBSTR/UPPER/CHR; behavioral workflow timers) is never exercised by any case; dead spec surface weakens claimed semantic coverage,"Add cases/tests exercising the unused functions and timer behavior, or trim the spec to the exercised surface","New tests passing reference validation, or reduced spec diff","Unused DSL surface (SUBSTR/UPPER/CHR, workflow timers beyond SCR-03) to be exercised or trimmed in v0.2",OPEN-DEFERRED
SE-11,Minor,SOFTWARE_ENGINEERING_REVIEW.md,06_figures_tables/T3_mutation_sensitivity.csv (config_modernization 12 mutants); cases/integration/INT-01 (data-only deliverable),Mutation validation covers only Python deliverables; oracles for data-only deliverables (endpoints.json etc.) receive no sensitivity validation,Add data-level mutation (perturb JSON/config fields and re-run tests) for data-only deliverables,Extended mutation results covering data deliverables,Config-only-deliverable mutation gap disclosed; data-level mutation deferred to v0.2,PARTIALLY RESOLVED
CD-01,Major,CRM_DOMAIN_REVIEW.md,legacy_system/legacy_schema.sql; SYSTEM_OVERVIEW.md Sec.5; tex Sec. Taxonomy,"Core CRM customization surfaces are absent: role hierarchy (MGR_UID unused in authz), sharing rules/permission sets/org-wide defaults, leads/campaigns (despite a marketing_sync integration), record types/UI layouts, approval processes, duplicate rules",Enumerate the excluded surfaces explicitly in Limitations item (3); consider adding hierarchy or lead-conversion cases in a future version,Revised Limitations text; optional new cases,Excluded surfaces enumerated in Limitations (3),RESOLVED
CD-02,Major,CRM_DOMAIN_REVIEW.md,legacy_schema.sql ORD_HEADER (no TEAM_CD) vs role_permissions.csv MGR ORD_HEADER TEAM rows; cases/rbac/*/target_spec.md,"TEAM-scope grants exist for an entity with no TEAM_CD column and the spec never defines owner-team resolution; RBAC cases inject record TEAM_CD by fiat, papering over an underdefined legacy semantics",Define owner-team resolution in SYSTEM_OVERVIEW.md Sec.5 (e.g. resolve via USR_MASTER) or add TEAM_CD to ORD_HEADER; align case fixtures,Updated spec/schema; revalidated RBAC cases,SYSTEM_OVERVIEW Sec.5 defines owner-team resolution for tables without TEAM_CD; RBC excerpts synced; reference behavior consistent,RESOLVED
CD-03,Major,CRM_DOMAIN_REVIEW.md,tex Sec. CRM Migration Task Taxonomy,Claim that the twelve categories are 'derived from the customization surfaces of mainstream CRM platforms' has no supporting mapping artifact and major surfaces are missing; claim exceeds enterprise realism,Publish a platform-surface-to-category mapping in 01_literature/ or weaken to 'covering common customization mechanisms' and list exclusions,Mapping document or revised manuscript sentence,Taxonomy claim weakened to 'covering common customization mechanisms' with exclusions pointer,RESOLVED
CD-04,Minor,CRM_DOMAIN_REVIEW.md,legacy_system/validation_rules.vrl ORD-002; cases/business_rules/BIZ-02/target_spec.md,Discount governance checks the order owner's role rather than the acting user's (VRL has no current-user concept); BIZ-02 normalizes this by declaring actor==owner instead of flagging the quirk,Document the owner-role quirk explicitly in SYSTEM_OVERVIEW.md as a known legacy oddity; note it in BIZ-02 GROUND_TRUTH,Spec/case doc updates,Owner-role quirk documented in SYSTEM_OVERVIEW Sec.2 (no current-user context in VRL),RESOLVED
CD-05,Minor,CRM_DOMAIN_REVIEW.md,SYSTEM_OVERVIEW.md Sec.1 (amounts in account currency); legacy_system/scripts/credit_hold_sweep.crms,Currency codes are present everywhere but no conversion semantics exist; credit exposure sums TOT_AMT and compares to CRED_LIMIT with no currency handling - silently single-currency,State the single-currency assumption in SYSTEM_OVERVIEW.md (or add exchange-rate semantics); mention in Limitations,Updated spec text,No-currency-conversion legacy defect documented in Sec.1; multi-currency listed as exclusion,RESOLVED
CD-06,Minor,CRM_DOMAIN_REVIEW.md,SYSTEM_OVERVIEW.md Sec.1 ('ROLE_DEF/ROLE_PERM') vs legacy_schema.sql (no ROLE_PERM table),The frozen authority document lists a ROLE_PERM table that the schema does not define; permissions live only in role_permissions.csv,Reconcile: add ROLE_PERM DDL or correct the spec sentence to reference the CSV artifact,Corrected spec or schema,"Spec corrected: permissions live in role_permissions.csv, not a ROLE_PERM table",RESOLVED
CD-07,Minor,CRM_DOMAIN_REVIEW.md,legacy_system/workflows.xml; cases/workflows/*/tests,"Workflow complexity (3 workflows, single-event fire, set/audit/notify actions, day-granularity timers) is well below real CRM engines; no cascading updates, cross-object actions, or recursion semantics",Scope the workflow-hazard claims in Practical Implications accordingly; consider a multi-step/cross-object workflow case in future work,Revised manuscript text,Workflow-complexity bound stated in Limitations (7),RESOLVED
CD-08,Minor,CRM_DOMAIN_REVIEW.md,all case test fixtures; legacy_system/seed_data/ (716 clean rows),No dirty-data dimension: every flag/date/code in fixtures and seed data is clean; real legacy migrations are dominated by malformed values; volume is trivial,Acknowledge in Limitations; consider a dirty-data case category in a future version,Revised Limitations; optional new cases,Dirty-data absence disclosed in Limitations (3),RESOLVED
CD-09,Editorial,CRM_DOMAIN_REVIEW.md,legacy_system/scripts/credit_hold_sweep.crms comment ('drops below 80%') vs code (<=); cf. SCR-01 comment-borne rounding rule,Comment/code imprecision inside a legacy artifact whose comments elsewhere carry normative semantics; 'below 80 percent' contradicts the tested at-or-below-80 release boundary,Fix the comment to 'at or below 80%' (artifact comments are load-bearing in this project),Corrected script comment,Comment corrected to 'at or below 80%' in legacy_system and both case copies; reference/tests unchanged (code was authoritative),RESOLVED
SP-01,Critical,SECURITY_PRIVACY_REVIEW.md,03_source_code/harness/run_case.py (env=dict(os.environ); no sandbox); STUDY_PROTOCOL.md Sec.3; EXPERIMENT_PLAN.md runner design,"Planned C1-C4 runs will execute untrusted model-generated Python with full user privileges, inherited environment (including future API keys), open network and filesystem, and only a 600s timeout; no isolation is specified anywhere",Before any model run: execute candidates in a disposable container/VM or unprivileged network-denied namespace; scrub environment to a whitelist; apply rlimits; mount case dirs read-only; document the sandbox in the manuscript (Setup or Ethics),Sandboxed runner implementation + protocol amendment logged in PROTOCOL_AMENDMENTS.md + manuscript paragraph,"Amendment A1 mandates sandbox (network-denied, scrubbed env, rlimits); implementation + probe verification is a P1 release gate",PARTIALLY RESOLVED
SP-02,Major,SECURITY_PRIVACY_REVIEW.md,03_source_code/harness/run_case.py; STUDY_PROTOCOL.md Sec.7 contamination controls,"Candidate code executes beside the oracle and can locate and read tests/test_acceptance.py, GROUND_TRUTH.md, and reference/ at runtime (stack inspection); the prompt-side redaction of C4 does not cover this channel, making future C4 numbers gameable","Run candidates against a sanitized case copy (tests only, no reference/ or GROUND_TRUTH.md) inside the SP-01 sandbox; add runner detection/logging of out-of-solution file access; disclose the threat in Sec. Threats",Sanitized-execution implementation + threat disclosure text,Amendment A1 mandates sanitized case copies (tests+candidate only); implementation is a P1 gate; threat disclosed in Setup,PARTIALLY RESOLVED
SP-03,Major,SECURITY_PRIVACY_REVIEW.md,tex Abstract/Conclusion ('security semantics'); DATASET_CARD.md,Single-tenant design is never disclosed; cross-tenant/cross-org isolation - a headline enterprise CRM security risk probed by cited prior work (CRMArena-Pro) - is silently out of scope of all security claims,Add explicit single-tenant scoping of security claims to Threats/Limitations and the dataset card,Revised manuscript and DATASET_CARD text,Single-tenant scope disclosed in Threats and DATASET_CARD,RESOLVED
SP-04,Major,SECURITY_PRIVACY_REVIEW.md,"cases/integration/INT-01/tests/test_acceptance.py (regex [A-Za-z0-9+]{24,}); validate_cases.py FORBIDDEN; banned-substring tests in RBC/WFL/SCR cases","Credential and network/import scans are evadable heuristics (miss base64url/hex/JWT tokens, os.system, ftplib/smtplib, __import__, string-assembled imports); the protocol's security-violation metric would undercount on adversarial or model-generated candidates",Label the scans as heuristic tripwires in Sec. Oracles; replace substring import checks with AST-based analysis; rely on the SP-01 sandbox for actual enforcement,Updated tests/validator + manuscript wording,Scans labeled heuristic tripwires in manuscript; AST-based checks deferred; sandbox is the enforcement layer,PARTIALLY RESOLVED
SP-05,Minor,SECURITY_PRIVACY_REVIEW.md,cases/rbac/RBC-03/tests/test_acceptance.py; legacy_system/role_permissions.csv (zero NONE rows),"RBC-03's 720-tuple equivalence never exercises scope NONE (matrix has no NONE rows; a NONE-to-allow bug passes) and no fixture has blank TEAM_CD/OWNER_UID, leaving the empty-equality widening path ('' == '') untested; RBC-01 covers NONE only via a synthetic row",Add a synthetic NONE grant and blank-identity fixtures to RBC-03's enumeration; define the blank-identity rule in SYSTEM_OVERVIEW.md Sec.5,Updated tests passing reference validation; spec clarification,NONE-scope and blank-identity enumeration rows planned for RBC-03 in v0.2,OPEN-DEFERRED
SP-06,Minor,SECURITY_PRIVACY_REVIEW.md,04_experiments/prompts/C4_repair_loop.md; 03_source_code/runner/ (absent),"The C4 redaction script (runner/redact_failures.py) is unimplemented and its leakage audit is a 10% manual sample, which cannot demonstrate absence of leakage",Implement and version the redaction script before P3; strengthen the audit (100% automated scan for expected-value literals plus manual sample),redact_failures.py + audit procedure in the run record,redact_failures.py + 100% automated leakage scan required before P3 (pre-run gate),OPEN-DEFERRED
SP-07,Minor,SECURITY_PRIVACY_REVIEW.md,cases/integration/INT-03 (single channel); tex Sec. Ethics; SYSTEM_OVERVIEW.md Sec.8 append-only audit,Privacy oracles cover only the marketing_sync channel; the append-only audit's retention of OLD_VAL/NEW_VAL personal data vs data-subject erasure is a real migration hazard the ethics section never mentions,Scope the 'privacy exclusions' claims to the tested channel; add one sentence on audit-retention vs erasure tension to Ethics or Implications,Revised manuscript text,Audit-retention/erasure tension added to Ethics; channel scoping of privacy claims partially addressed,PARTIALLY RESOLVED
SP-08,Minor,SECURITY_PRIVACY_REVIEW.md,project-wide (no threat-model document),"No consolidated threat model exists for oracle integrity, host/API-key protection, result integrity, or gaming adversaries; threats are handled ad hoc where anticipated","Add a short threat-model subsection to the manuscript or DATASET_CARD covering assets, adversaries, and mitigations",Threat-model text,Threats consolidated main risks; standalone threat-model document deferred,PARTIALLY RESOLVED
AD-01,Critical,ADVERSARIAL_REVIEW.md,tex Sec. Experimental Setup / Sec. Results; 04_experiments/EXPERIMENT_PLAN.md status header,No LLM evaluation has been executed; RQ1-RQ4 are unanswered; the title promises evaluation of LLM-assisted migration that the paper does not contain; the project's own EVIDENCE_REQUIRED.md deems the instrument-only framing not recommended without at least one executed model condition,"Execute at least the P1/P2 conditions of the frozen protocol before submission, or reframe the paper (with editor pre-check) as a pure instrument/resource paper including title change","05_results/model_runs/ populated per protocol, or documented reframing decision",RESOLVED 2026-09-02: P0-P3 executed; Results/Ablation/Failure regenerated from raw logs; title promise now backed by executed evaluation,RESOLVED
AD-02,Major,ADVERSARIAL_REVIEW.md,04_experiments/STUDY_PROTOCOL.md Sec.3 (conditions C0-C4 only),"No deterministic rule-based transpiler baseline exists or is planned; the DSLs are small and fully documented, so a compiler might saturate the benchmark - without this control the benchmark cannot demonstrate LLM-necessity or measure headroom",Implement a deterministic transpiler baseline (authors wrote the DSLs) and report it alongside C0; log as a protocol amendment,Baseline implementation + results in 05_results/,"C5 transpiler implemented and EXECUTED (sandboxed): 11/36 cases mechanically saturable, 25 not attemptable; reported in Results; LLM-necessity control in place",RESOLVED
AD-03,Major,ADVERSARIAL_REVIEW.md,tex Sec.2-3; 01_literature/NOVELTY_AUDIT.md,"Novelty is incremental assembly of known techniques (CRMArena synthetic org, AlphaTrans execution equivalence, EvalPlus mutation validation, tau-bench pass^k); the residual object-of-evaluation contribution is instantiated only at pilot scale with no model evidence of task difficulty",Strengthen the contribution argument with executed results (AD-01) and/or the transpiler headroom result (AD-02); keep the honest non-novelty disclaimers,Executed results demonstrating the benchmark discriminates systems,"PARTIALLY RESOLVED 2026-09-02: executed results demonstrate the benchmark discriminates via reliability, quirk oracles, and a checklist-associated security regression; C5 headroom control executed (11/36); near-ceiling case-level scores disclosed as a calibration finding",PARTIALLY RESOLVED
AD-04,Major,ADVERSARIAL_REVIEW.md,STUDY_PROTOCOL.md Sec.7 release decision; DATASET_CARD.md limitations; harness/run_case.py,"Tests, reference solutions, and derivations ship in one public artifact, presumptively contaminating every post-release evaluation; held-out variants are only future work; runtime oracle access (SP-02) additionally makes C4 gameable; the benchmark's useful evaluation lifetime may be zero","Build the held-out variant generator before release, or run the first evaluation before public release; fix SP-02; state the contamination window explicitly in the release note",Held-out generator or pre-release evaluation results,Sanitized-execution mandate closes the runtime channel; public-release contamination window disclosed; held-out generator future work,PARTIALLY RESOLVED
AD-05,Major,ADVERSARIAL_REVIEW.md,DATASET_CARD.md provenance; ESTIMATED_COSTS.md price basis; tex Conclusion ('hand-derived') and Acknowledgments,"Cases/tests/references were authored with Claude while the cost plan names only Anthropic models for evaluation; vendor circularity is never discussed as a bias channel, and 'hand-derived executable oracles' strains against the disclosed AI authorship","Discuss authoring-model/evaluated-model circularity in Threats; commit to at least two non-authoring-vendor models in the slate; change 'hand-derived' to 'hand-derivable, human-verified' where applicable",Revised Threats text + protocol model-slate note,Circularity discussed in Threats; slate rule in protocol; costs caveat added; 'hand-derivable' wording used,RESOLVED
AD-06,Major,ADVERSARIAL_REVIEW.md,tex Sec. Dataset ('every non-obvious expected value carries a written derivation') and Sec. Oracles ('at least one negative expectation per case'); validate_cases.py; CLAIM_EVIDENCE_LEDGER.csv,"Two universally quantified methods claims are mechanically unverified (no validator check, no ledger row); spot checks pass but universals need mechanical evidence under the project's own ledger standard","Add validator checks (negative-test presence; derivation-coverage heuristic) and corresponding ledger rows, or weaken the universals",Extended validator output + new ledger rows,Universals weakened to spot-audited claims; validator now enforces test counts mechanically; negative-test mechanical check deferred,PARTIALLY RESOLVED
AD-07,Minor,ADVERSARIAL_REVIEW.md,tex Sec. Dataset ('sole authority'); cases/legacy_scripts/SCR-01/GROUND_TRUTH.md line 5; SYSTEM_OVERVIEW.md (no storage-rounding rule),"The claim that the specification document is the sole authority for expected behavior is falsified by SCR-01, whose half-up rounding rule is fixed by a script comment not present in SYSTEM_OVERVIEW.md","Move the storage-rounding rule into SYSTEM_OVERVIEW.md Sec.1/Sec.4, or weaken the 'sole authority' sentence to include artifact-embedded semantics",Spec update or manuscript wording change,Rounding rule promoted into SYSTEM_OVERVIEW; 'sole authority' wording corrected,RESOLVED
AD-08,Minor,ADVERSARIAL_REVIEW.md,tex Sec. Failure and Error Analysis; 09_peer_review_audit/mutant_triage.md; 06_figures_tables/surviving_mutants.csv,"Triage now exists and confirms security-category oracle gaps, but the manuscript still frames survivors as to-be-determined, quotes the 92.3% kill rate without the gap findings, and the gaps are unfixed (adversarial angle on SE-04: disclosure lags the evidence)",Update Sec. Failure with triage outcomes (equivalent vs gap counts) after gaps are fixed; do not quote the kill rate without them,Revised manuscript text synchronized with triage and re-validated results,Triage executed and reported in Results/Failure Analysis,RESOLVED
AD-09,Minor,ADVERSARIAL_REVIEW.md,tex line 2 comment; README.md status line; 10_submission_package/ contents; EXPERIMENT_PLAN.md and DATA_CODE_AVAILABILITY.md references,Dangling references: SUBMISSION_READINESS_REPORT.md (called the authoritative readiness verdict) and FINAL_SUBMISSION_CHECKLIST.md are cited in multiple documents but do not exist in the artifact,Create both documents or remove/redirect the references,Files created or references corrected,SUBMISSION_READINESS_REPORT.md and FINAL_SUBMISSION_CHECKLIST.md created in 10_submission_package,RESOLVED
AD-10,Minor,ADVERSARIAL_REVIEW.md,05_results/*.jsonl _meta (macOS arm64 / Python 3.14.2 only); tex Data Availability blocker,All executed results come from a single machine and environment with no CI and no public repository or DOI; the title's 'Reproducible' is currently unearned beyond the authors' own laptop,Reproduce on a second platform (or CI) and complete public hosting + archival deposit before submission,Second-environment logs; repository URL and DOI,Blocker B4: public repo + DOI + second-platform reproduction outstanding,OPEN-BLOCKER
AD-11,Minor,ADVERSARIAL_REVIEW.md,tex Sec.2 comparative sentences; 01_literature/PRIOR_WORK_NOTES.md; ledger C008,"Related-work characterizations (e.g. pass^k attribution, WorkArena/ServiceNow claim) are backed by internal notes; ledger verifies reference existence, not the accuracy of each comparative sentence",Add per-claim source pointers (page/section) in PRIOR_WORK_NOTES.md for every comparative sentence used in Sec.2,Annotated prior-work notes,Per-claim source annotation of PRIOR_WORK_NOTES scheduled pre-submission,OPEN-DEFERRED
AD-13,Minor,ADVERSARIAL_REVIEW.md,tex Sec.1 ('the risk is concentrated in this layer'),Empirical motivating assertion carries no citation and no ledger row,Cite supporting industry/postmortem literature or mark explicitly as the authors' motivating experience,Added citation or revised sentence,"Motivating sentence rewritten as definitional, not empirical",RESOLVED
SELF-01,Minor,self-reported (process audit),05_results/mutation_results.jsonl,"The pipeline re-run after the test-gap fixes overwrote the pre-fix mutation raw JSONL before an archival copy was made, deviating from the no-overwrite-without-backup rule",Preserve pre-fix evidence; archive raw files before regeneration in future,"Pre-fix figures (335/363, 92.3%, 28 survivors) preserved in mutant_triage.md and CLAIM_EVIDENCE ledger history; post-fix raws archived to 11_archived_drafts",Post-fix raw files archived; pre-fix summary survives in triage report; reproduction of the pre-fix run is possible by checking out pre-fix tests (documented),PARTIALLY RESOLVED
A2-01,Major,CYCLE2_ADVERSARIAL_VERIFICATION.md,07_manuscript/LegacyCRM_Bench_OJCS_v1.tex Sec. Practical Implications line 477,Stale pre-results sentence 'claims about tool or model effectiveness await the planned evaluation' contradicts the executed evaluation reported in Results/Ablation/Conclusion,Rewrite the sentence to reference the executed findings (e.g. the C2 access-narrowing caution and the C4 repair result) instead of a planned evaluation,Revised tex diff; recompiled PDF,Stale sentence replaced with results-aware practical lessons,RESOLVED
A2-02,Major,CYCLE2_ADVERSARIAL_VERIFICATION.md,tex Results lines 357-359 and 362-363; Discussion lines 460-461; Conclusion lines 562-563,Only the OpenAI gpt-5.6 family was evaluated (Amendment A3) yet headline sentences generalize to '2026 frontier-tier models' / '2026 frontier models' / 'current models'; Threats itself says conclusions generalize only to that family,Scope every such sentence to the evaluated family (e.g. 'the evaluated gpt-5.6 tiers' / 'the frontier tier evaluated here'); keep the threats disclosure,Revised tex diff showing all four sites scoped,"All generalizations rescoped to 'the evaluated 2026 model family/tiers' (Results, Discussion, Conclusion)",RESOLVED
A2-03,Major,CYCLE2_ADVERSARIAL_VERIFICATION.md,tex Abstract lines 53-54 ('cleanly separates the model tiers'); Results lines 360-363,pass^5 ordering is strict in only 2 of 3 single-shot conditions: luna and terra tie at 0.917 in C3; adjacent tier ranges share endpoints (0.917 and 0.972); quoted terra range 0.917-0.972 omits terra C4=1.000; no uncertainty attached to pass^5,Drop 'cleanly'; acknowledge the C3 luna-terra tie; label the quoted ranges as C1-C3 single-shot conditions; optionally add uncertainty to pass^5 or state it is descriptive,M4_reliability.csv (recomputed and confirmed); revised abstract and Results wording,"'Cleanly' dropped in abstract; Results now scopes pass^5 to C1-C3, names the C3 mid-small tie, and notes C4=1.000",RESOLVED
A2-04,Major,CYCLE2_ADVERSARIAL_VERIFICATION.md,tex Abstract line 56 ('a structured checklist prompt induces access-narrowing regressions'),Unscoped present-tense causal claim: every pre-registered case-level contrast is underpowered (all M2 discordant counts <8; all Holm p=1.0) and the Ablation itself reports directions without significance claims; direction and mechanism ARE verified (7/15 C2 runs fail RBC-03 vs 0/30 in C1+C3; no-widening oracles pass in every failing row so all divergences are narrowings) but the abstract's register and scope exceed the pre-registered analysis,"Hedge and scope the abstract claim, e.g. 'reproducibly induced access-narrowing regressions in all three evaluated models (a directional, underpowered contrast)'",M2_condition_deltas.csv; raw RBC-03 rows (recomputed and confirmed); revised abstract,Causal 'induces' hedged everywhere; Ablation adds explicit reproducible-pattern-not-tested-effect sentence,RESOLVED
A2-05,Minor,CYCLE2_ADVERSARIAL_VERIFICATION.md,tex Ablation lines 417-419,'the only reproducible regression' overlooks within-model C3 regressions: terra C3 SCR-01 passes only 1/5 runs (vs 3/5 in C1; the sole case behind terra C3=35/36) and luna fails WFL-01 (2/5) and WFL-02 (1/5) only in C3,Qualify as 'the only regression reproduced across all three models' and note the within-model C3 SCR-01/WFL instability,Raw P2 rows for terra C3 SCR-01 and luna C3 WFL-01/WFL-02 (recomputed and confirmed),Reworded to 'clearest cross-model regression',RESOLVED
A2-06,Minor,CYCLE2_ADVERSARIAL_VERIFICATION.md,tex Results lines 363-367,'concentrated on four cases' accounts for 27 of 31 single-shot failures; the other 4 (all luna: WFL-01 x2 WFL-02 x1 SCR-02 x1) are never mentioned in Results although claim-ledger row C025 words this correctly,State the exact split ('27 of 31 failures concentrate on four cases; the remaining 4 are scattered small-tier workflow/script failures'),Failure census from P2 JSONLs (recomputed: SCR-01 10 BIZ-03 7 RBC-03 7 RIN-03 3 WFL-01 2 WFL-02 1 SCR-02 1),Results now accounts 27 concentrated + 4 scattered small-tier failures,RESOLVED
A2-07,Minor,CYCLE2_ADVERSARIAL_VERIFICATION.md,tex Threats lines 482-484 vs Results lines 338-339,Threats says 'no confidence interval is attached to the kill rate' but Results attaches a Wilson 95% CI [94.7 98.3] (which recomputes correctly); stale text from before the CI was added,Delete the contradictory clause from Threats (or replace with a caveat that the CI treats mutants as independent),Revised tex diff,Threats sentence replaced with mutant-independence caveat (duplicate of E2-03),RESOLVED
A2-08,Minor,CYCLE2_ADVERSARIAL_VERIFICATION.md,tex Limitations item (6) line 549,"'The repair-loop condition, when run, depends on...' uses stale conditional phrasing; C4 was executed (11 repair calls; leakage scan clean)",Drop 'when run' and state the audited-but-not-provable leakage risk for the executed C4,Revised tex diff,Limitation (6) rephrased to executed fact,RESOLVED
A2-09,Minor,CYCLE2_ADVERSARIAL_VERIFICATION.md,06_figures_tables/M5_cost_latency.csv; 03_source_code/analysis/model_analysis.py lines 206-220; runner/run_experiment.py lines 294-308,For repaired C4 rows the JSONL records only the final call's input/output tokens and latency while cost_usd sums all calls and 'calls' counts repairs; M5 mean_latency_s divides last-call latencies by the repair-inflated call count; C4 token/latency columns therefore undercount (manuscript claims 9-21s and 3-8% overhead remain robust; costs are correctly summed),Either sum tokens/latency across repair calls in the runner/aggregator or document the per-column semantics in 06_figures_tables/README.md before artifact release,Regenerated M5 or documented column semantics,Table III caption discloses final-call latency vs summed cost for repaired rows,RESOLVED
A2-10,Editorial,CYCLE2_ADVERSARIAL_VERIFICATION.md,tex Abstract lines 52-53,'1980 sandboxed generations then evaluate three commercial models under four prompting and repair conditions' implies a full 3x4 grid (2160); C4 ran on two of the three models (1980 = 3x3x5x36 + 2x1x5x36),Add a parenthetical such as '(repair on the top two tiers)' to the abstract,Revised abstract,Abstract rephrased to zero-shot/guided/repair conditions,RESOLVED
A2-11,Editorial,CYCLE2_ADVERSARIAL_VERIFICATION.md,tex Ablation line 421 vs 04_experiments/prompts/C2_structured.md item 6,Checklist instruction rendered as a quotation 'deny-by-default; never widen' but the prompt actually reads 'deny-by-default; a missing permission row means no access; do not widen any permission relative to the legacy matrix',Quote the prompt verbatim or remove the quotation marks,Prompt file text (verified),Checklist quotation corrected to elided verbatim text,RESOLVED
A2-12,Editorial,CYCLE2_ADVERSARIAL_VERIFICATION.md,07_manuscript/generated/T3_model_results.tex terra C2/C3 rows; analysis/make_tex_tables.py CI formatting,"Upper Wilson bound for 35/36 prints 0.99 but the exact value 0.9951 rounds to 1.00 at 2 dp; the discrepancy comes from re-rounding the 3-dp CSV value (double rounding), understating the interval",Format CIs from full precision (or carry 3 dp into Table III),Regenerated T3_model_results.tex,M1 now 4-decimal; 35/36 upper bound prints 1.00,RESOLVED
A2-13,Editorial,CYCLE2_ADVERSARIAL_VERIFICATION.md,09_peer_review_audit/CLAIM_EVIDENCE_LEDGER.csv row C030,Claim text begins 'C5 cost/latency:' but describes model (C1-C4) cost/latency from M5; C5 is the zero-API-cost transpiler baseline,Relabel the claim (e.g. 'Model cost/latency (M5)'),Corrected ledger row,Ledger C030 label corrected to model cost/latency,RESOLVED
E2-01,Critical,CYCLE2_EDITORIAL_PRESENTATION,"07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 15-21, 25-35, 528-531, 568-571","Administrative unsubmittability persists (deliberate, carried from ED-002/PR-001/PR-007): DRAFT watermark, draft note inside \title, 'Author Names Pending' with no ORCIDs, IEEEtran stand-in instead of the mandatory IEEE Open Journals template, repository/DOI placeholders in Reproducibility and Data Availability. The scientific-prematurity pillar of the cycle-1 desk rejection is now cleared by the executed protocol; this pillar is the remaining desk blocker.","Complete B2 (authors/ORCIDs), B3 (official template port + recompile + page-fit check), B4 (public repo + archival DOI, insert URLs), then strip watermark/draft annotations per FINAL_SUBMISSION_CHECKLIST.md.",Completed authorship checklist; compiled manuscript on official template; live repository URL and DOI in Data Availability.,Deliberate until B2 (authors) and B3 (official template) close; strip list in FINAL_SUBMISSION_CHECKLIST,OPEN-BLOCKER
E2-02,Major,CYCLE2_EDITORIAL_PRESENTATION,"07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 178-180 (RQ2), 295-297 (metrics list), 324-325 (Results opener); 06_figures_tables/M3_property_class.csv","RQ2 (which property classes fail most) is promised — Setup pledges 'property-class pass rates from a manually reviewed, frozen per-test tag map' and the Results opener claims Table III covers RQ1-RQ4 — but no property-class pass rate appears anywhere in the paper and M3_property_class.csv is never cited. The Failure Analysis defect taxonomy is case/defect-level, not the frozen tag-map property classes. RQ2 is answered only qualitatively.","Add a short property-class results statement or mini-table (from M3) to Results or Failure Analysis, or explicitly re-scope the Results opener and RQ2 answer to qualitative failure-locus analysis and say where the M3 table lives in the artifact.",Revised Results/Failure text citing M3 numbers; ledger row for the property-class claim.,RQ2 paragraph added to Results with M3 numbers (security dip under C2 for two tiers; audit dip terra C3; privacy/completeness classes clean),RESOLVED
